id	uf	municipio	total	quantidade	percentual
2037	MG	RIBEIRAO VERMELHO	116	48	55.17
2038	MG	RIO ACIMA	252	61	69.84
2039	MG	RIO CASCA	457	146	62.58
2040	MG	RIO DO PRADO	81	17	74.07
2041	MG	RIO DOCE	62	27	54.84
2042	MG	RIO ESPERA	120	86	26.67
2043	MG	RIO MANSO	124	70	37.90
2044	MG	RIO NOVO	178	117	33.15
2045	MG	RIO PARANAIBA	624	384	35.26
2046	MG	RIO PARDO DE MINAS	685	242	63.65
2047	MG	RIO PIRACICABA	395	137	63.29
2048	MG	RIO POMBA	467	272	40.26
2049	MG	RIO PRETO	117	68	37.61
2050	MG	RIO VERMELHO	241	40	78.84
2051	MG	RITAPOLIS	262	152	40.08
2052	MG	ROCHEDO DE MINAS	33	16	42.42
2053	MG	RODEIRO	76	42	44.74
2054	MG	ROMARIA	77	46	31.17
2055	MG	ROSARIO DA LIMEIRA	85	55	31.76
2056	MG	RUBELITA	162	16	88.89
2057	MG	RUBIM	128	35	68.75
2058	MG	SABARA	3996	887	73.80
2059	MG	SABINOPOLIS	483	113	74.12
2060	MG	SACRAMENTO	443	282	31.38
2061	MG	SALINAS	1546	401	69.53
2062	MG	SALTO DA DIVISA	132	20	80.30
2063	MG	SANTA BARBARA	784	271	60.71
2064	MG	SANTA BARBARA DO LESTE	377	168	52.52
2065	MG	SANTA BARBARA DO MONTE VERDE	88	56	29.55
2066	MG	SANTA BARBARA DO TUGURIO	75	42	44.00
2067	MG	SANTA CRUZ DE MINAS	337	178	44.21
2068	MG	SANTA CRUZ DE SALINAS	110	31	60.00
2069	MG	SANTA CRUZ DO ESCALVADO	83	24	43.37
2070	MG	SANTA EFIGENIA DE MINAS	89	21	73.03
2071	MG	SANTA FE DE MINAS	89	19	73.03
2072	MG	SANTA HELENA DE MINAS	87	9	87.36
2073	MG	SANTA JULIANA	157	105	29.94
2074	MG	SANTA LUZIA	7044	1545	72.86
2075	MG	SANTA MARGARIDA	437	166	57.67
2076	MG	SANTA MARIA DE ITABIRA	221	51	74.66
2077	MG	SANTA MARIA DO SALTO	70	19	71.43
2078	MG	SANTA MARIA DO SUACUI	399	67	80.95
2079	MG	SANTA RITA DE CALDAS	201	165	16.42
2080	MG	SANTA RITA DE IBITIPOCA	72	42	37.50
2081	MG	SANTA RITA DE JACUTINGA	118	85	24.58
2082	MG	SANTA RITA DE MINAS	225	80	57.78
2083	MG	SANTA RITA DO ITUETO	63	35	42.86
2084	MG	SANTA RITA DO SAPUCAI	1076	777	25.93
2085	MG	SANTA ROSA DA SERRA	84	35	51.19
2086	MG	SANTA VITORIA	345	153	52.46
2087	MG	SANTANA DA VARGEM	222	136	38.29
2088	MG	SANTANA DE CATAGUASES	49	34	30.61
2089	MG	SANTANA DE PIRAPAMA	106	24	58.49
2090	MG	SANTANA DO DESERTO	91	33	60.44
2091	MG	SANTANA DO GARAMBEU	58	29	48.28
2092	MG	SANTANA DO JACARE	99	45	54.55
2093	MG	SANTANA DO MANHUACU	153	47	64.71
2094	MG	SANTANA DO PARAISO	670	192	63.43
2095	MG	SANTANA DO RIACHO	155	26	79.35
2096	MG	SANTANA DOS MONTES	38	24	31.58
2097	MG	SANTO ANTONIO DO AMPARO	335	142	51.34
2098	MG	SANTO ANTONIO DO AVENTUREIRO	43	20	48.84
2099	MG	SANTO ANTONIO DO GRAMA	88	26	69.32
2100	MG	SANTO ANTONIO DO ITAMBE	92	5	85.87
2101	MG	SANTO ANTONIO DO JACINTO	177	41	74.01
2102	MG	SANTO ANTONIO DO MONTE	507	358	26.63
2103	MG	SANTO ANTONIO DO RETIRO	71	22	67.61
2104	MG	SANTO ANTONIO DO RIO ABAIXO	32	10	68.75
2105	MG	SANTO HIPOLITO	131	10	68.70
2106	MG	SANTOS DUMONT	1306	670	45.33
2107	MG	SAO BENTO ABADE	112	38	62.50
2108	MG	SAO BRAS DO SUACUI	100	37	58.00
2109	MG	SAO DOMINGOS DAS DORES	249	100	55.82
2110	MG	SAO DOMINGOS DO PRATA	419	118	68.26
2111	MG	SAO FELIX DE MINAS	82	24	64.63
2112	MG	SAO FRANCISCO	1289	189	80.99
2113	MG	SAO FRANCISCO DE PAULA	108	68	37.04
2114	MG	SAO FRANCISCO DE SALES	81	50	37.04
2115	MG	SAO FRANCISCO DO GLORIA	84	40	45.24
2116	MG	SAO GERALDO	179	108	37.99
2117	MG	SAO GERALDO DA PIEDADE	87	16	79.31
2118	MG	SAO GERALDO DO BAIXIO	51	12	70.59
2119	MG	SAO GONCALO DO ABAETE	115	51	46.96
2120	MG	SAO GONCALO DO PARA	194	105	44.85
2121	MG	SAO GONCALO DO RIO ABAIXO	170	39	74.71
2122	MG	SAO GONCALO DO RIO PRETO	182	43	72.53
2123	MG	SAO GONCALO DO SAPUCAI	633	422	31.75
2124	MG	SAO GOTARDO	1251	678	41.89
2125	MG	SAO JOAO BATISTA DO GLORIA	111	78	28.83
2126	MG	SAO JOAO DA LAGOA	132	39	69.70
2127	MG	SAO JOAO DA MATA	36	32	8.33
2128	MG	SAO JOAO DA PONTE	428	76	78.97
2129	MG	SAO JOAO DAS MISSOES	131	22	82.44
2130	MG	SAO JOAO DEL REI	4670	2507	42.96
2131	MG	SAO JOAO DO MANHUACU	132	58	52.27
2132	MG	SAO JOAO DO MANTENINHA	110	26	74.55
2133	MG	SAO JOAO DO ORIENTE	184	89	44.02
2134	MG	SAO JOAO DO PACUI	50	5	88.00
2135	MG	SAO JOAO DO PARAISO	707	168	72.28
2136	MG	SAO JOAO EVANGELISTA	747	174	73.76
2137	MG	SAO JOAO NEPOMUCENO	653	377	38.90
2138	MG	SAO JOAQUIM DE BICAS	562	150	69.40
2139	MG	SAO JOSE DA BARRA	175	134	22.29
2140	MG	SAO JOSE DA LAPA	755	198	69.40
2141	MG	SAO JOSE DA SAFIRA	37	3	78.38
2142	MG	SAO JOSE DA VARGINHA	80	49	35.00
2143	MG	SAO JOSE DO ALEGRE	121	96	19.83
2144	MG	SAO JOSE DO DIVINO	70	27	57.14
2145	MG	SAO JOSE DO GOIABAL	76	26	61.84
2146	MG	SAO JOSE DO JACURI	198	40	75.76
2147	MG	SAO JOSE DO MANTIMENTO	81	46	43.21
2148	MG	SAO LOURENCO	1504	1118	24.00
2149	MG	SAO MIGUEL DO ANTA	380	171	51.84
2150	MG	SAO PEDRO DA UNIAO	66	62	4.55
2151	MG	SAO PEDRO DO SUACUI	163	30	76.69
2152	MG	SAO PEDRO DOS FERROS	291	89	67.35
2153	MG	SAO ROMAO	176	17	75.57
2154	MG	SAO ROQUE DE MINAS	220	166	22.73
2155	MG	SAO SEBASTIAO DA BELA VISTA	88	62	28.41
2156	MG	SAO SEBASTIAO DA VARGEM ALEGRE	59	51	11.86
2157	MG	SAO SEBASTIAO DO ANTA	159	65	55.97
2158	MG	SAO SEBASTIAO DO MARANHAO	194	53	66.49
2159	MG	SAO SEBASTIAO DO OESTE	76	59	19.74
2160	MG	SAO SEBASTIAO DO PARAISO	2054	1398	30.43
2161	MG	SAO SEBASTIAO DO RIO PRETO	17	4	58.82
2162	MG	SAO SEBASTIAO DO RIO VERDE	53	40	24.53
2163	MG	SAO SEBASTIO DA BELA VISTA	1	0	100.00
2164	MG	SAO THOME DAS LETRAS	232	133	39.22
2165	MG	SAO TIAGO	433	233	45.27
2166	MG	SAO TOMAS DE AQUINO	156	104	32.69
2167	MG	SAO VICENTE DE MINAS	232	110	50.43
2168	MG	SAPUCAI-MIRIM	144	111	22.92
2169	MG	SARDOA	144	32	72.92
2170	MG	SARZEDO	586	165	67.92
2171	MG	SEM-PEIXE	84	32	53.57
2172	MG	SENADOR AMARAL	133	119	9.02
2173	MG	SENADOR CORTES	30	19	33.33
2174	MG	SENADOR FIRMINO	190	146	23.16
2175	MG	SENADOR JOSE BENTO	56	43	23.21
2176	MG	SENADOR MODESTINO GONCALVES	198	26	86.36
2177	MG	SENHORA DE OLIVEIRA	170	115	30.59
2178	MG	SENHORA DO PORTO	51	13	74.51
2179	MG	SENHORA DOS REMEDIOS	266	166	35.71
2180	MG	SERICITA	159	72	53.46
2181	MG	SERITINGA	76	58	22.37
2182	MG	SERRA AZUL DE MINAS	78	21	64.10
2183	MG	SERRA DA SAUDADE	26	13	46.15
2184	MG	SERRA DO SALITRE	298	159	43.96
2185	MG	SERRA DOS AIMORES	118	36	67.80
2186	MG	SERRANIA	248	175	26.61
2187	MG	SERRANOPOLIS DE MINAS	115	34	70.43
2188	MG	SERRANOS	64	40	35.94
2189	MG	SERRO	802	102	81.80
2190	MG	SETE LAGOAS	7393	1984	67.71
2191	MG	SETUBINHA	202	26	86.14
2192	MG	SILVEIRANIA	116	56	50.00
2193	MG	SILVIANOPOLIS	93	75	16.13
2194	MG	SIMAO PEREIRA	51	20	58.82
2195	MG	SIMONESIA	328	133	55.18
2196	MG	SOBRALIA	276	103	56.88
2197	MG	SOLEDADE DE MINAS	166	113	31.33
2198	MG	TABULEIRO	97	61	32.99
2199	MG	TAIOBEIRAS	974	275	67.86
2200	MG	TAPARUBA	66	29	54.55
2201	MG	TAPIRA	30	18	36.67
2202	MG	TAPIRAI	41	31	21.95
2203	MG	TAQUARACU DE MINAS	91	27	69.23
2204	MG	TARUMIRIM	370	121	61.08
2205	MG	TEIXEIRAS	695	340	48.92
2206	MG	TEOFILO OTONI	8708	2023	72.16
2207	MG	TIMOTEO	3163	1117	58.39
2208	MG	TIRADENTES	244	113	50.00
2209	MG	TIROS	213	160	22.07
2210	MG	TOCANTINS	375	206	44.00
2211	MG	TOCOS DO MOJI	93	89	4.30
2212	MG	TOLEDO	68	51	25.00
2213	MG	TOMBOS	165	93	40.00
2214	MG	TRES CORACOES	2065	1031	47.75
2215	MG	TRES MARIAS	1414	386	68.81
2216	MG	TRES PONTAS	2029	1120	42.88
2217	MG	TUMIRITINGA	132	26	75.00
2218	MG	TUPACIGUARA	539	271	45.27
2219	MG	TURMALINA	750	188	71.60
2220	MG	TURVOLANDIA	101	88	11.88
2221	MG	UBA	2353	1344	39.52
2222	MG	UBAI	146	26	72.60
2223	MG	UBAPORANGA	383	145	57.96
2224	MG	UBERABA	5896	3663	33.60
2225	MG	UBERLAIA	1	1	0.00
2226	MG	UBERLANDIA	24721	12874	43.17
2227	MG	UMBURATIBA	45	11	68.89
2228	MG	UNAI	2931	1093	57.63
2229	MG	UNIAO DE MINAS	56	21	62.50
2230	MG	URUANA DE MINAS	90	14	78.89
2231	MG	URUCANIA	292	78	67.12
2232	MG	URUCUIA	200	31	79.00
2233	MG	VARGEM ALEGRE	288	105	60.76
2234	MG	VARGEM BONITA	40	27	25.00
2235	MG	VARGEM GRANDE DO RIO PARDO	183	48	69.40
2236	MG	VARGINHA	4750	2697	40.23
2237	MG	VARJAO DE MINAS	129	54	47.29
2238	MG	VARZEA DA PALMA	1164	231	75.26
2239	MG	VARZELANDIA	468	120	72.65
2240	MG	VAZANTE	809	326	55.87
2241	MG	VERDELANDIA	91	16	79.12
2242	MG	VEREDINHA	160	45	70.63
2243	MG	VERISSIMO	13	6	46.15
2244	MG	VERMELHO NOVO	182	50	72.53
2245	MG	VESPASIANO	3180	751	71.35
2246	MG	VICOSA	6837	3133	48.54
2247	MG	VIEIRAS	172	103	37.79
2248	MG	VIRGEM DA LAPA	461	63	83.73
2249	MG	VIRGINIA	108	84	21.30
2250	MG	VIRGINOPOLIS	416	132	64.42
2251	MG	VIRGOLANDIA	134	24	76.87
2252	MG	VISCONDE DO RIO BRANCO	865	445	45.90
2253	MG	VOLTA GRANDE	49	15	61.22
2254	MG	WENCESLAU BRAZ	42	32	23.81
2255	MS	AGUA CLARA	296	105	59.80
2256	MS	ALCINOPOLIS	192	87	51.56
2257	MS	AMAMBAI	1682	1086	33.17
2258	MS	ANASTACIO	1374	479	62.08
2259	MS	ANAURILANDIA	282	108	57.09
2260	MS	ANGELICA	202	122	37.62
2261	MS	ANTONIO JOAO	352	184	46.88
2262	MS	APARECIDA DO TABOADO	618	377	37.22
2263	MS	AQIDAUANA	1	0	100.00
2264	MS	AQUIDAUANA	3029	1023	63.26
2265	MS	ARAL MOREIRA	331	167	47.73
2266	MS	BANDEIRANTES	181	87	48.07
2267	MS	BATAGUASSU	859	403	49.59
2268	MS	BATAYPORA	456	218	49.34
2269	MS	BELA VISTA	829	459	40.89
2270	MS	BODOQUENA	482	180	60.79
2271	MS	BONITO	800	319	55.88
2272	MS	BRASILANDIA	299	166	41.47
2273	MS	CAARAPO	860	437	46.98
2274	MS	CAMAPUA	443	190	53.72
2275	MS	CAMPO GRANDE	53802	24669	50.00
2276	MS	CARACOL	113	67	36.28
2277	MS	CASSILANDIA	862	480	41.53
2278	MS	CHAPADAO DO SUL	1036	555	42.76
2279	MS	CORGUINHO	148	50	62.16
2280	MS	CORONEL SAPUCAIA	506	277	44.07
2281	MS	CORUMBA	7810	1986	71.68
2282	MS	COSTA RICA	552	285	44.75
2283	MS	COXIM	1970	652	63.10
2284	MS	DEODAPOLIS	507	236	49.90
2285	MS	DOIS IRMAOS DO BURITI	644	198	66.15
2286	MS	DOURADINA	149	82	44.30
2287	MS	DOURADOS	11997	6841	40.14
2288	MS	ELDORADO	381	164	53.81
2289	MS	FATIMA DO SUL	1018	505	46.76
2290	MS	FIGUEIRAO	54	34	35.19
2291	MS	GLORIA DE DOURADOS	466	249	42.27
2292	MS	GUIA LOPES DA LAGUNA	467	274	39.40
2293	MS	IGUATEMI	560	369	32.14
2294	MS	INOCENCIA	141	73	44.68
2295	MS	ITAPORA	631	477	23.77
2296	MS	ITAQUIRAI	891	374	54.55
2297	MS	IVINHEMA	904	473	43.69
2298	MS	JAPORA	175	74	57.14
2299	MS	JARAGUARI	128	64	48.44
2300	MS	JARDIM	1271	632	46.89
2301	MS	JATEI	187	75	58.82
2302	MS	JUTI	275	129	50.91
2303	MS	LADARIO	1573	362	73.81
2304	MS	LAGUNA CARAPA	149	89	38.93
2305	MS	MARACAJU	1458	852	38.75
2306	MS	MIRANDA	997	351	62.39
2307	MS	MUNDO NOVO	827	438	43.53
2308	MS	NAVIRAI	4054	1805	53.08
2309	MS	NIOAQUE	541	212	57.12
2310	MS	NOVA ALVORADA DO SUL	491	238	47.86
2311	MS	NOVA ANDRADINA	2126	964	51.74
2312	MS	NOVO HORIZONTE DO SUL	228	117	46.49
2313	MS	PARANAIBA	1669	1091	30.92
2314	MS	PARANHOS	390	158	55.38
2315	MS	PEDRO GOMES	364	149	52.47
2316	MS	PONTA PORA	4523	2235	47.29
2317	MS	PORTO MURTINHO	348	132	60.34
2318	MS	RIBAS DO RIO PARDO	508	186	59.25
2319	MS	RIO BRILHANTE	1174	635	44.80
2320	MS	RIO NEGRO	147	88	38.10
2321	MS	RIO VERDE DE MATO GROSSO	668	240	61.68
2322	MS	ROCHEDO	190	63	64.21
2323	MS	SANTA RITA DO PARDO	121	46	61.98
2324	MS	SAO GABRIEL DO OESTE	815	408	47.24
2325	MS	SELVIRIA	71	29	52.11
2326	MS	SETE QUEDAS	330	170	45.45
2327	MS	SIDROLANDIA	1791	798	52.09
2328	MS	SONORA	497	148	66.40
2329	MS	TACURU	369	203	44.44
2330	MS	TAQUARUSSU	177	66	35.59
2331	MS	TERENOS	365	144	54.52
2332	MS	TRES LAGOAS	4539	2048	51.38
2333	MS	VICENTINA	275	130	51.64
2334	MT	ACORIZAL	128	17	74.22
2335	MT	AGUA BOA	732	314	52.46
2336	MT	ALTA FLORESTA	1097	470	52.32
2337	MT	ALTO ARAGUAIA	324	139	51.54
2338	MT	ALTO BOA VISTA	134	37	62.69
2339	MT	ALTO GARCAS	221	102	48.87
2340	MT	ALTO PARAGUAI	163	22	79.14
2341	MT	ALTO TAQUARI	150	67	47.33
2342	MT	APIACAS	174	49	68.97
2343	MT	ARAGUAIANA	175	43	67.43
2344	MT	ARAGUAINHA	21	9	57.14
2345	MT	ARAPUTANGA	419	174	56.09
2346	MT	ARENAPOLIS	303	48	77.89
2347	MT	ARIPUANA	321	124	55.14
2348	MT	BARA DE MELGACO	1	0	100.00
2349	MT	BARAO DE MELGACO	101	25	74.26
2350	MT	BARRA DO BUGRES	819	249	65.32
2351	MT	BARRA DO GARCAS	5790	1873	63.92
2352	MT	BOM JESUS DO ARAGUAIA	66	14	56.06
2353	MT	BRASNORTE	229	121	44.54
2354	MT	CACERES	2995	776	71.15
2355	MT	CAMPINAPOLIS	225	72	64.44
2356	MT	CAMPO NOV DO PARECIS	1	1	0.00
2357	MT	CAMPO NOVO DO PARECIS	726	323	52.48
2358	MT	CAMPO VERDE	1796	714	55.79
2359	MT	CAMPOS DE JULIO	139	64	48.20
2360	MT	CANABRAVA DO NORTE	125	21	66.40
2361	MT	CANARANA	490	249	46.53
2362	MT	CARLINDA	192	65	63.54
2363	MT	CASTANHEIRA	145	42	62.76
2364	MT	CHAPADA DOS GUIMARAES	828	149	78.50
2365	MT	CLAUDIA	293	155	41.30
2366	MT	COCALINHO	39	4	87.18
2367	MT	COLIDER	839	363	54.23
2368	MT	COLNIZA	331	122	57.10
2369	MT	COMODORO	462	198	52.16
2370	MT	CONFRESA	695	203	62.30
2371	MT	CONQUISTA D OESTE	96	29	60.42
2372	MT	COTRIGUACU	201	77	54.23
2373	MT	CUABA	1	1	0.00
2374	MT	CUIABA	41755	11629	68.10
2375	MT	CURVELANDIA	121	35	68.60
2376	MT	DENISE	230	51	67.39
2377	MT	DIAMANTINO	604	227	57.78
2378	MT	DOM AQUINO	266	70	72.18
2379	MT	FELIZ NATAL	221	117	43.89
2380	MT	FIGUEIROPOLIS D OESTE	57	29	49.12
2381	MT	GAUCHA DO NORTE	62	33	38.71
2382	MT	GENERAL CARNEIRO	178	65	53.93
2383	MT	GLORIA D OESTE	66	46	25.76
2384	MT	GUARANTA DO NORTE	756	329	52.38
2385	MT	GUIRATINGA	551	190	64.97
2386	MT	INDIAVAI	32	13	59.38
2387	MT	IPIRANGA DO NORTE	91	41	46.15
2388	MT	ITANHANGA	96	49	45.83
2389	MT	ITAUBA	97	41	40.21
2390	MT	ITIQUIRA	262	102	56.49
2391	MT	JACIARA	775	293	58.71
2392	MT	JANGADA	253	42	74.70
2393	MT	JAURU	199	95	46.73
2394	MT	JUARA	804	354	51.87
2395	MT	JUINA	1592	762	48.87
2396	MT	JURUENA	154	87	37.66
2397	MT	JUSCIMEIRA	397	105	65.24
2398	MT	LAMBARI D OESTE	92	33	60.87
2399	MT	LUCAS DO RIO VERDE	1889	885	49.50
2400	MT	LUCIARA	56	10	78.57
2401	MT	MARCELANDIA	273	146	44.32
2402	MT	MATUPA	355	168	50.14
2403	MT	MIRASSOL D OESTE	564	274	48.94
2404	MT	NOBRES	438	148	60.50
2405	MT	NORTELANDIA	220	27	80.91
2406	MT	NOSSA SENHORA DO LIVRAMENTO	266	25	82.33
2407	MT	NOVA BANDEIRANTES	223	98	49.33
2408	MT	NOVA BRASILANDIA	130	31	73.08
2409	MT	NOVA CANAA DO NORTE	218	101	52.29
2410	MT	NOVA GUARITA	106	63	36.79
2411	MT	NOVA LACERDA	113	32	70.80
2412	MT	NOVA MARILANDIA	62	18	67.74
2413	MT	NOVA MARINGA	100	55	40.00
2414	MT	NOVA MONTE VERDE	178	98	42.13
2415	MT	NOVA MUTUM	855	433	46.20
2416	MT	NOVA NAZARE	36	13	61.11
2417	MT	NOVA OLIMPIA	511	124	70.84
2418	MT	NOVA SANTA HELENA	63	37	38.10
2419	MT	NOVA UBIRATA	188	91	45.21
2420	MT	NOVA XAVANTINA	556	201	61.69
2421	MT	NOVO HORIZONTE DO NORTE	108	39	59.26
2422	MT	NOVO MUNDO	142	83	37.32
2423	MT	NOVO SANTO ANTONIO	20	4	75.00
2424	MT	NOVO SAO JOAQUIM	118	40	58.47
2425	MT	PARANAITA	137	67	43.80
2426	MT	PARANATINGA	622	258	55.79
2427	MT	PEDRA PRETA	778	264	59.13
2428	MT	PEIXOTO DE AZEVEDO	681	187	68.58
2429	MT	PLANALTO DA SERRA	40	11	72.50
2430	MT	POCONE	797	136	79.80
2431	MT	PONTAL DO ARAGUAIA	503	159	65.81
2432	MT	PONTE BRANCA	60	26	45.00
2433	MT	PONTES E LACERDA	1032	458	50.29
2434	MT	PORTO ALEGRE DO NORTE	337	79	69.44
2435	MT	PORTO DOS GAUCHOS	209	75	59.81
2436	MT	PORTO ESPERIDIAO	247	76	66.80
2437	MT	PORTO ESTRELA	88	16	79.55
2438	MT	POXOREO	819	152	79.12
2439	MT	PRIMAVERA DO LESTE	2801	1089	55.87
2440	MT	QUERENCIA	473	201	55.60
2441	MT	RESERVA DO CABACAL	53	9	77.36
2442	MT	RIBEIRAO CASCALHEIRA	207	76	58.94
2443	MT	RIBEIRAOZINHO	90	40	51.11
2444	MT	RIO BRANCO	154	58	58.44
2445	MT	RONDOLANDIA	115	33	67.83
2446	MT	RONDONOPOLIS	13788	5168	58.67
2447	MT	ROSARIO OESTE	283	45	80.92
2448	MT	SALTO DO CEU	64	34	43.75
2449	MT	SANTA CARMEM	205	100	50.24
2450	MT	SANTA CRUZ DO XINGU	67	26	55.22
2451	MT	SANTA RITA DO TRIVELATO	32	17	40.63
2452	MT	SANTA TEREZINHA	79	11	77.22
2453	MT	SANTO AFONSO	70	10	82.86
2454	MT	SANTO ANTONIO DO LESTE	77	33	54.55
2455	MT	SANTO ANTONIO DO LEVERGER	519	71	83.04
2456	MT	SAO FELIX DO ARAGUAIA	191	40	72.77
2457	MT	SAO JOSE DO POVO	118	48	56.78
2458	MT	SAO JOSE DO RIO CLARO	278	101	60.43
2459	MT	SAO JOSE DO XINGU	106	27	70.75
2460	MT	SAO JOSE DOS QUATRO MARCOS	475	213	48.84
2461	MT	SAO PEDRO DA CIPA	75	17	74.67
2462	MT	SAPEZAL	493	229	50.10
2463	MT	SERRA NOVA DOURADA	28	5	75.00
2464	MT	SINOP	6828	2995	53.37
2465	MT	SORRISO	2638	1252	49.77
2466	MT	TABAPORA	206	78	58.25
2467	MT	TANGARA DA SERRA	2967	1184	56.25
2468	MT	TAPURAH	320	171	42.81
2469	MT	TERRA NOVA DO NORTE	320	166	43.44
2470	MT	TESOURO	109	26	70.64
2471	MT	TORIXOREU	192	69	56.77
2472	MT	UNIAO DO SUL	126	44	59.52
2473	MT	VALE DE SAO DOMINGOS	45	19	53.33
2474	MT	VARZEA GRANDE	15187	3905	69.46
2475	MT	VERA	291	142	49.83
2476	MT	VILA BELA DA SANTISSIMA TRINDADE	166	28	77.71
2477	MT	VILA RICA	499	203	50.10
2478	PA	ABAETETUBA	6268	949	83.22
2479	PA	ABEL FIGUEIREDO	223	49	76.23
2480	PA	ACARA	352	27	89.20
2481	PA	AFUA	66	10	78.79
2482	PA	AGUA AZUL DO NORTE	176	37	76.14
2483	PA	ALENQUER	805	129	81.86
2484	PA	ALMEIRIM	618	105	78.80
2485	PA	ALTAMIRA	4539	873	75.99
2486	PA	ANAJAS	707	97	85.15
2487	PA	ANANINDEUA	27310	4792	78.47
2488	PA	ANAPU	180	32	79.44
2489	PA	AUGUSTO CORREA	916	72	90.39
2490	PA	AURORA DO PARA	302	30	54.64
2491	PA	AVEIRO	118	14	86.44
2492	PA	BAGRE	337	49	83.98
2493	PA	BAIAO	498	64	85.34
2494	PA	BANNACH	23	4	82.61
2495	PA	BARCARENA	3568	512	82.99
2496	PA	BELEM	77943	15216	76.71
2497	PA	BELTERRA	282	27	85.46
2498	PA	BENEVIDES	1598	268	78.10
2499	PA	BEVES	1	0	100.00
2500	PA	BLEM	1	0	100.00
2501	PA	BOM JESUS DO TOCANTINS	349	50	84.24
2502	PA	BONITO	177	25	80.23
2503	PA	BRAGANCA	5542	396	91.47
2504	PA	BRASIL NOVO	375	92	69.60
2505	PA	BREJO GRANDE DO ARAGUAIA	85	17	77.65
2506	PA	BREU BRANCO	616	136	71.59
2507	PA	BREVES	4172	536	84.18
2508	PA	BUJARU	508	29	91.93
2509	PA	CACHOEIRA DO ARARI	261	17	89.27
2510	PA	CACHOEIRA DO PIRIA	94	12	81.91
2511	PA	CAMETA	5737	821	82.62
2512	PA	CANAA DOS CARAJAS	531	117	71.19
2513	PA	CAPANEMA	2356	571	72.62
2514	PA	CAPITAO POCO	1425	97	92.35
2515	PA	CASTANHAL	6660	1266	77.39
2516	PA	CCEICAO DO ARAGUAIA	1	0	100.00
2517	PA	CHAVES	52	7	84.62
2518	PA	COLARES	224	26	84.82
2519	PA	CONCEICAO DO ARAGUAIA	1156	238	74.05
2520	PA	CONCORDIA DO PARA	422	68	79.86
2521	PA	CUMARU DO NORTE	25	4	84.00
2522	PA	CURIONOPOLIS	457	77	79.43
2523	PA	CURRALINHO	490	43	86.53
2524	PA	CURUA	208	21	86.54
2525	PA	CURUCA	749	87	84.78
2526	PA	DOM ELISEU	659	159	71.32
2527	PA	ELDORADO DOS CARAJAS	567	121	72.49
2528	PA	FARO	114	19	82.46
2529	PA	FLORESTA DO ARAGUAIA	151	21	78.81
2530	PA	GARRAFAO DO NORTE	308	21	91.23
2531	PA	GOIANESIA DO PARA	443	90	75.17
2532	PA	GURUPA	146	31	78.08
2533	PA	IGARAPE-ACU	708	109	79.80
2534	PA	IGARAPE-MIRI	1985	330	80.91
2535	PA	INHANGAPI	140	16	85.71
2536	PA	IPIXUNA DO PARA	281	37	72.24
2537	PA	IRITUIA	605	80	85.62
2538	PA	ITAITUBA	4719	691	79.49
2539	PA	ITUPIRANGA	688	96	81.83
2540	PA	JACAREACANGA	96	18	72.92
2541	PA	JACUNDA	1145	197	76.24
2542	PA	JURUTI	885	79	83.28
2543	PA	LIMOEIRO DO AJURU	555	108	77.84
2544	PA	MAE DO RIO	702	111	82.05
2545	PA	MAGALHAES BARATA	73	12	79.45
2546	PA	MARABA	10942	1957	79.56
2547	PA	MARACANA	635	89	81.42
2548	PA	MARAPANIM	341	50	83.58
2549	PA	MARITUBA	3227	484	80.32
2550	PA	MEDICILANDIA	353	72	73.09
2551	PA	MELGACO	356	52	82.30
2552	PA	MOCAJUBA	1061	155	83.98
2553	PA	MOJU	1297	169	81.65
2554	PA	MONTE ALEGRE	1691	193	85.69
2555	PA	MUANA	327	42	84.71
2556	PA	NOVA ESPERANCA DO PIRIA	293	16	92.49
2557	PA	NOVA IPIXUNA	225	36	82.67
2558	PA	NOVA TIMBOTEUA	188	24	82.45
2559	PA	NOVO PROGRESSO	598	250	53.85
2560	PA	NOVO REPARTIMENTO	860	147	74.77
2561	PA	OBIDOS	859	135	81.02
2562	PA	OEIRAS DO PARA	434	29	92.40
2563	PA	ORIXIMINA	1796	264	82.74
2564	PA	OUREM	319	21	92.79
2565	PA	OURILANDIA DO NORTE	255	76	65.10
2566	PA	PAAUAPEBAS	1	0	100.00
2567	PA	PACAJA	348	60	75.00
2568	PA	PALESTINA DO PARA	50	16	62.00
2569	PA	PARAGOMINAS	2279	456	74.02
2570	PA	PARAUAPEBAS	5723	1237	73.20
2571	PA	PAU D ARCO	88	17	77.27
2572	PA	PEIXE-BOI	109	26	74.31
2573	PA	PICARRA	154	31	77.27
2574	PA	PLACAS	234	40	79.49
2575	PA	PONTA DE PEDRAS	483	49	87.99
2576	PA	PORTEL	1796	260	82.02
2577	PA	PORTO DE MOZ	169	21	82.84
2578	PA	PRAINHA	480	25	92.29
2579	PA	PRIMAVERA	164	25	81.10
2580	PA	QUATIPURU	155	17	85.16
2581	PA	REDENCAO	2658	569	73.33
2582	PA	RIO MARIA	310	80	67.10
2583	PA	RONDON DO PARA	769	125	80.36
2584	PA	RUROPOLIS	402	109	67.41
2585	PA	SALINOPOLIS	960	86	89.90
2586	PA	SALVATERRA	543	38	91.90
2587	PA	SANTA BARBARA DO PARA	474	59	84.60
2588	PA	SANTA CRUZ DO ARARI	24	2	91.67
