id	uf	municipio	total	quantidade	percentual
1450	MG	BARRA LONGA	111	47	53.15
1451	MG	BARROSO	615	294	48.78
1452	MG	BELA VISTA DE MINAS	323	68	73.68
1453	MG	BELMIRO BRAGA	49	21	55.10
1454	MG	BELO HORIZONE	1	0	100.00
1455	MG	BELO HORIZONTE	100775	35597	59.50
1456	MG	BELO HORZONTE	1	0	100.00
1457	MG	BELO ORIENTE	532	109	75.19
1458	MG	BELO VALE	153	68	52.94
1459	MG	BELOHORIZONTE	1	1	0.00
1460	MG	BERILO	365	29	91.23
1461	MG	BERIZAL	58	12	79.31
1462	MG	BERTOPOLIS	59	17	67.80
1463	MG	BETIM	12626	3363	68.75
1464	MG	BIAS FORTES	61	40	34.43
1465	MG	BICAS	381	269	27.30
1466	MG	BIQUINHAS	73	45	34.25
1467	MG	BOA ESPERANCA	1557	811	44.96
1468	MG	BOCAINA DE MINAS	51	42	15.69
1469	MG	BOCAIUVA	1920	389	76.41
1470	MG	BOM DESPACHO	1784	878	46.30
1471	MG	BOM JARDIM DE MINAS	171	112	33.92
1472	MG	BOM JESUS DA PENHA	103	81	19.42
1473	MG	BOM JESUS DO AMPARO	142	40	69.01
1474	MG	BOM JESUS DO GALHO	382	142	60.47
1475	MG	BOM REPOUSO	223	203	8.07
1476	MG	BOM SUCESSO	540	184	61.85
1477	MG	BONFIM	208	113	42.31
1478	MG	BONFINOPOLIS DE MINAS	295	37	83.39
1479	MG	BONITO DE MINAS	101	13	87.13
1480	MG	BORDA DA MATA	329	281	12.46
1481	MG	BOTELHOS	298	215	25.50
1482	MG	BOTUMIRIM	141	20	80.85
1483	MG	BRAS PIRES	95	53	41.05
1484	MG	BRASILANDIA DE MINAS	390	76	75.90
1485	MG	BRASILIA DE MINAS	1031	199	78.95
1486	MG	BRASOPOLIS	449	356	18.04
1487	MG	BRAUNAS	114	35	66.67
1488	MG	BRUMADINHO	581	264	49.91
1489	MG	BUENO BRANDAO	288	260	9.03
1490	MG	BUENOPOLIS	270	40	82.22
1491	MG	BUGRE	48	17	60.42
1492	MG	BURITIS	639	170	67.92
1493	MG	BURITIZEIRO	587	83	80.75
1494	MG	CABECEIRA GRANDE	156	50	63.46
1495	MG	CABO VERDE	271	210	19.56
1496	MG	CACHOEIRA DA PRATA	110	32	70.00
1497	MG	CACHOEIRA DE MINAS	219	192	10.50
1498	MG	CACHOEIRA DE PAJEU	168	38	76.19
1499	MG	CACHOEIRA DOURADA	80	32	58.75
1500	MG	CAETANOPOLIS	262	63	73.66
1501	MG	CAETE	1172	368	64.68
1502	MG	CAIANA	88	65	22.73
1503	MG	CAJURI	180	75	52.22
1504	MG	CALDAS	271	215	18.82
1505	MG	CAMACHO	78	66	15.38
1506	MG	CAMANDUCAIA	502	349	26.69
1507	MG	CAMBUI	890	702	19.78
1508	MG	CAMBUQUIRA	336	181	44.94
1509	MG	CAMPANARIO	123	18	78.86
1510	MG	CAMPANHA	354	234	30.79
1511	MG	CAMPESTRE	436	373	13.07
1512	MG	CAMPINA VERDE	402	264	32.09
1513	MG	CAMPO AZUL	66	8	84.85
1514	MG	CAMPO BELO	1702	1039	36.37
1515	MG	CAMPO DO MEIO	516	321	35.47
1516	MG	CAMPO FLORIDO	80	42	45.00
1517	MG	CAMPOS ALTOS	345	193	31.01
1518	MG	CAMPOS GERAIS	1166	752	32.42
1519	MG	CANA VERDE	121	72	36.36
1520	MG	CANAA	169	81	45.56
1521	MG	CANAPOLIS	366	182	47.27
1522	MG	CANDEIAS	296	195	32.43
1523	MG	CANTAGALO	93	22	74.19
1524	MG	CAPARAO	65	42	35.38
1525	MG	CAPELA NOVA	110	86	20.00
1526	MG	CAPELINHA	1309	276	75.71
1527	MG	CAPETINGA	105	72	30.48
1528	MG	CAPIM BRANCO	208	51	72.60
1529	MG	CAPINOPOLIS	377	180	48.01
1530	MG	CAPITAO ANDRADE	124	62	46.77
1531	MG	CAPITAO ENEAS	257	41	79.38
1532	MG	CAPITOLIO	244	177	22.54
1533	MG	CAPUTIRA	203	105	45.32
1534	MG	CARAI	388	43	85.31
1535	MG	CARANAIBA	62	21	64.52
1536	MG	CARANDAI	496	332	31.25
1537	MG	CARANGOLA	759	435	38.21
1538	MG	CARATINGA	4449	1879	52.60
1539	MG	CARBONITA	321	81	73.52
1540	MG	CAREACU	180	159	9.44
1541	MG	CARLOS CHAGAS	547	147	70.20
1542	MG	CARMESIA	82	16	78.05
1543	MG	CARMO DA CACHOEIRA	316	124	58.23
1544	MG	CARMO DA MATA	258	136	44.57
1545	MG	CARMO DE MINAS	292	196	32.19
1546	MG	CARMO DO CAJURU	538	316	37.36
1547	MG	CARMO DO PARANAIBA	1225	753	36.00
1548	MG	CARMO DO RIO CLARO	557	416	22.80
1549	MG	CARMOPOLIS DE MINAS	394	223	39.59
1550	MG	CARNEIRINHO	192	118	32.81
1551	MG	CARRANCAS	111	61	42.34
1552	MG	CARVALHOPOLIS	91	71	17.58
1553	MG	CARVALHOS	106	78	25.47
1554	MG	CASA GRANDE	68	42	30.88
1555	MG	CASCALHO RICO	62	36	40.32
1556	MG	CASSIA	453	291	33.11
1557	MG	CATAGUASES	1200	845	27.33
1558	MG	CATAS ALTAS	143	51	61.54
1559	MG	CATAS ALTAS DA NORUEGA	82	20	73.17
1560	MG	CATUJI	240	27	87.50
1561	MG	CATUTI	129	41	65.89
1562	MG	CAXAMBU	831	484	39.83
1563	MG	CEDRO DO ABAETE	50	22	48.00
1564	MG	CENTRAL DE MINAS	140	48	62.14
1565	MG	CENTRALINA	159	75	47.17
1566	MG	CHACARA	58	38	32.76
1567	MG	CHALE	80	53	31.25
1568	MG	CHAPADA DO NORTE	535	36	91.21
1569	MG	CHAPADA GAUCHA	169	37	73.37
1570	MG	CHIADOR	41	25	39.02
1571	MG	CIPOTANEA	94	73	20.21
1572	MG	CLARAVAL	61	32	45.90
1573	MG	CLARO DOS POCOES	187	35	73.26
1574	MG	CLAUDIO	633	364	41.55
1575	MG	COIMBRA	323	193	36.84
1576	MG	COLUNA	322	72	76.40
1577	MG	COMENDADOR GOMES	31	22	25.81
1578	MG	COMERCINHO	135	38	68.15
1579	MG	CONCEICAO DA APARECIDA	289	220	21.45
1580	MG	CONCEICAO DA BARRA DE MINAS	147	69	49.66
1581	MG	CONCEICAO DAS ALAGOAS	314	192	36.94
1582	MG	CONCEICAO DAS PEDRAS	96	79	16.67
1583	MG	CONCEICAO DE IPANEMA	55	46	16.36
1584	MG	CONCEICAO DO MATO DENTRO	289	64	74.39
1585	MG	CONCEICAO DO PARA	102	41	51.96
1586	MG	CONCEICAO DO RIO VERDE	279	163	39.07
1587	MG	CONCEICAO DOS OUROS	321	285	9.66
1588	MG	CONEGO MARINHO	210	24	84.29
1589	MG	CONFINS	195	31	78.97
1590	MG	CONGONHAL	310	243	17.10
1591	MG	CONGONHAS	1438	567	54.87
1592	MG	CONGONHAS DO NORTE	110	7	92.73
1593	MG	CONQUISTA	52	40	23.08
1594	MG	CONSELHEIRO LAFAIETE	3756	1930	44.12
1595	MG	CONSELHEIRO PENA	541	181	62.29
1596	MG	CONSOLACAO	27	24	11.11
1597	MG	CONTAGEM	23990	7657	62.74
1598	MG	COQUEIRAL	270	167	35.93
1599	MG	CORACAO DE JESUS	575	92	79.48
1600	MG	CORDISBURGO	164	48	65.85
1601	MG	CORDISLANDIA	48	23	45.83
1602	MG	CORINTO	561	109	75.76
1603	MG	COROACI	258	59	75.19
1604	MG	COROMANDEL	933	685	24.22
1605	MG	CORONEL FABRICIANO	3635	1279	58.93
1606	MG	CORONEL MURTA	305	66	75.08
1607	MG	CORONEL PACHECO	53	28	41.51
1608	MG	CORONEL XAVIER CHAVES	102	60	38.24
1609	MG	CORREGO DANTA	39	25	25.64
1610	MG	CORREGO DO BOM JESUS	55	46	16.36
1611	MG	CORREGO FUNDO	77	60	18.18
1612	MG	CORREGO NOVO	64	14	70.31
1613	MG	COUTO DE MAGALHAES DE MINAS	270	30	82.96
1614	MG	CRISOLITA	102	17	81.37
1615	MG	CRISTAIS	187	127	29.41
1616	MG	CRISTALIA	98	16	81.63
1617	MG	CRISTIANO OTONI	120	64	43.33
1618	MG	CRISTINA	225	175	21.78
1619	MG	CRUCILANDIA	86	56	30.23
1620	MG	CRUZEIRO DA FORTALEZA	104	55	46.15
1621	MG	CRUZILIA	388	258	31.19
1622	MG	CRUZLIA	1	1	0.00
1623	MG	CUPARAQUE	111	39	59.46
1624	MG	CURRAL DE DENTRO	141	23	76.60
1625	MG	CURVELO	2642	665	70.97
1626	MG	DATAS	432	65	83.56
1627	MG	DELFIM MOREIRA	183	140	22.95
1628	MG	DELFINOPOLIS	148	99	28.38
1629	MG	DELTA	61	29	49.18
1630	MG	DESCOBERTO	156	93	39.74
1631	MG	DESTERRO DE ENTRE RIOS	124	76	36.29
1632	MG	DESTERRO DO MELO	42	25	40.48
1633	MG	DIAMANTINA	4671	1068	72.25
1634	MG	DIOGO DE VASCONCELOS	72	34	52.78
1635	MG	DIONISIO	222	54	73.87
1636	MG	DIVINESIA	73	42	39.73
1637	MG	DIVINO	384	210	41.15
1638	MG	DIVINO DAS LARANJEIRAS	146	46	60.96
1639	MG	DIVINOLANDIA DE MINAS	295	52	74.58
1640	MG	DIVINOPOLIS	7534	3938	42.85
1641	MG	DIVISA ALEGRE	180	40	73.33
1642	MG	DIVISA NOVA	195	134	27.18
1643	MG	DIVISOPOLIS	210	41	77.14
1644	MG	DOM BOSCO	186	56	63.98
1645	MG	DOM CAVATI	211	75	60.66
1646	MG	DOM JOAQUIM	126	18	84.13
1647	MG	DOM SILVERIO	199	95	51.26
1648	MG	DOM VICOSO	60	50	16.67
1649	MG	DONA EUSEBIA	144	63	54.17
1650	MG	DORES DE CAMPOS	257	166	34.63
1651	MG	DORES DE GUANHAES	50	13	64.00
1652	MG	DORES DO INDAIA	457	236	45.08
1653	MG	DORES DO TURVO	88	47	44.32
1654	MG	DORESOPOLIS	28	18	35.71
1655	MG	DOURADOQUARA	77	40	42.86
1656	MG	DURANDE	93	47	43.01
1657	MG	ELOI MENDES	635	398	33.70
1658	MG	ENGENHEIRO CALDAS	361	115	63.43
1659	MG	ENGENHEIRO NAVARRO	158	26	79.75
1660	MG	ENTRE FOLHAS	334	121	58.68
1661	MG	ENTRE RIOS DE MINAS	596	312	43.12
1662	MG	ERVALIA	507	293	38.07
1663	MG	ESMERALDAS	1517	349	72.12
1664	MG	ESPERA FELIZ	447	304	29.75
1665	MG	ESPINOSA	646	137	77.40
1666	MG	ESPIRITO SANTO DO DOURADO	59	46	18.64
1667	MG	ESTIVA	234	198	14.53
1668	MG	ESTRELA DALVA	44	22	50.00
1669	MG	ESTRELA DO INDAIA	90	50	44.44
1670	MG	ESTRELA DO SUL	122	60	47.54
1671	MG	EUGENOPOLIS	166	99	36.14
1672	MG	EWBANK DA CAMARA	103	35	63.11
1673	MG	EXTREMA	683	450	30.45
1674	MG	FAMA	41	23	41.46
1675	MG	FARIA LEMOS	40	22	42.50
1676	MG	FELICIO DOS SANTOS	280	58	71.07
1677	MG	FELISBURGO	122	31	72.13
1678	MG	FELIXLANDIA	397	94	71.03
1679	MG	FERNANDES TOURINHO	150	49	58.67
1680	MG	FERROS	181	71	58.56
1681	MG	FERVEDOURO	108	59	37.04
1682	MG	FLORESTAL	439	174	54.67
1683	MG	FORMIGA	1641	1057	32.60
1684	MG	FORMOSO	95	19	76.84
1685	MG	FORTALEZA DE MINAS	33	22	30.30
1686	MG	FORTUNA DE MINAS	68	18	73.53
1687	MG	FRANCISCO BADARO	276	31	86.23
1688	MG	FRANCISCO DUMONT	108	24	75.93
1689	MG	FRANCISCO SA	636	128	77.36
1690	MG	FRANCISCOPOLIS	158	25	81.01
1691	MG	FREI GASPAR	142	19	83.80
1692	MG	FREI INOCENCIO	236	52	74.15
1693	MG	FREI LAGONEGRO	151	34	73.51
1694	MG	FRONTEIRA	199	99	47.24
1695	MG	FRONTEIRA DOS VALES	61	9	85.25
1696	MG	FRUTA DE LEITE	42	9	73.81
1697	MG	FRUTAL	1310	839	32.82
1698	MG	FUNILANDIA	65	22	60.00
1699	MG	GALILEIA	157	43	66.24
1700	MG	GAMELEIRAS	53	12	66.04
1701	MG	GLAUCILANDIA	47	4	91.49
1702	MG	GOIABEIRA	36	9	69.44
1703	MG	GOIANA	90	45	47.78
1704	MG	GONCALVES	81	68	13.58
1705	MG	GONZAGA	146	36	70.55
1706	MG	GOUVEIA	633	170	71.72
1707	MG	GOVERNADOR VALADARES	10771	3059	67.52
1708	MG	GOVERNADOR VALADARS	1	0	100.00
1709	MG	GOVERNADOR VALADRES	1	1	0.00
1710	MG	GRAO MOGOL	429	48	85.55
1711	MG	GRUPIARA	19	14	26.32
1712	MG	GUANHAES	1431	404	67.44
1713	MG	GUAPE	285	194	29.12
1714	MG	GUARACIABA	179	53	63.13
1715	MG	GUARACIAMA	128	21	82.81
1716	MG	GUARANESIA	420	287	30.00
1717	MG	GUARANI	206	103	45.15
1718	MG	GUARARA	63	37	38.10
1719	MG	GUARDA-MOR	179	47	68.16
1720	MG	GUAXUPE	1459	1001	29.81
1721	MG	GUIDOVAL	132	94	24.24
1722	MG	GUIMARANIA	198	114	36.36
1723	MG	GUIRICEMA	204	144	27.45
1724	MG	GURINHATA	100	55	43.00
1725	MG	HELIODORA	178	139	21.35
1726	MG	IAPU	234	133	36.75
1727	MG	IBERTIOGA	131	67	41.98
1728	MG	IBIA	426	236	42.49
1729	MG	IBIAI	83	11	85.54
1730	MG	IBIRACATU	117	23	73.50
1731	MG	IBIRACI	241	170	29.46
1732	MG	IBIRITE	4713	1176	69.62
1733	MG	IBITIURA DE MINAS	75	58	18.67
1734	MG	IBITURUNA	99	48	48.48
1735	MG	ICARAI DE MINAS	364	50	82.97
1736	MG	IGARAPE	1021	292	67.68
1737	MG	IGARATINGA	97	58	30.93
1738	MG	IGUATAMA	149	66	53.02
1739	MG	IJACI	154	53	62.99
1740	MG	ILICINEA	415	240	37.59
1741	MG	IMBE DE MINAS	251	100	58.96
1742	MG	INCONFIDENTES	243	179	24.69
1743	MG	INDAIABIRA	174	54	67.82
1744	MG	INDIANOPOLIS	138	59	54.35
1745	MG	INGAI	42	21	50.00
1746	MG	INHAPIM	747	306	53.28
1747	MG	INHAUMA	123	29	73.98
1748	MG	INIMUTABA	174	26	82.76
1749	MG	IPABA	368	101	66.30
1750	MG	IPANEMA	482	273	40.04
1751	MG	IPATINGA	9119	3408	56.55
1752	MG	IPIACU	64	36	39.06
1753	MG	IPUIUNA	266	189	28.95
1754	MG	IRAI DE MINAS	237	173	25.74
1755	MG	ITABIRA	4070	1100	67.99
1756	MG	ITABIRINHA	160	59	58.13
1757	MG	ITABIRITO	1718	726	52.10
1758	MG	ITACAMBIRA	90	13	75.56
1759	MG	ITACARAMBI	562	89	79.89
1760	MG	ITAGUARA	262	175	27.10
1761	MG	ITAIPE	436	85	74.31
1762	MG	ITAJUBA	4505	3394	22.73
1763	MG	ITAMARANDIBA	1559	383	73.51
1764	MG	ITAMARATI DE MINAS	40	21	40.00
1765	MG	ITAMBACURI	737	108	83.18
1766	MG	ITAMBE DO MATO DENTRO	38	11	65.79
1767	MG	ITAMOGI	324	209	34.26
1768	MG	ITAMONTE	314	263	14.33
1769	MG	ITANHANDU	426	333	20.19
1770	MG	ITANHOMI	386	141	56.22
1771	MG	ITAOBIM	909	175	78.33
1772	MG	ITAPAGIPE	434	316	25.35
1773	MG	ITAPECERICA	540	344	33.52
1774	MG	ITAPEVA	192	133	28.65
1775	MG	ITATIAIUCU	270	124	51.48
1776	MG	ITATIIUCU	1	0	100.00
1777	MG	ITAU DE MINAS	348	259	23.56
1778	MG	ITAUNA	2866	1417	46.89
1779	MG	ITAVERAVA	71	24	66.20
1780	MG	ITINGA	345	88	69.86
1781	MG	ITUETA	123	63	46.34
1782	MG	ITUIUTABA	3963	2219	39.59
1783	MG	ITUMIRIM	166	95	40.36
1784	MG	ITURAMA	866	482	39.84
1785	MG	ITUTINGA	82	49	39.02
1786	MG	JABOTICATUBAS	399	83	78.20
1787	MG	JACINTO	220	45	77.27
1788	MG	JACUI	138	110	17.39
1789	MG	JACUTINGA	506	388	21.15
1790	MG	JAGUARACU	50	14	62.00
1791	MG	JAIBA	830	172	76.02
1792	MG	JAMPRUCA	86	19	74.42
1793	MG	JANAUBA	2662	540	76.22
1794	MG	JANUARIA	2612	460	79.21
1795	MG	JAPARAIBA	89	51	31.46
1796	MG	JAPONVAR	117	38	64.96
1797	MG	JECEABA	101	38	60.40
1798	MG	JENIPAPO DE MINAS	213	32	82.16
1799	MG	JEQUERI	233	112	47.64
1800	MG	JEQUITAI	154	17	82.47
1801	MG	JEQUITIBA	70	13	78.57
1802	MG	JEQUITINHONHA	372	61	80.65
1803	MG	JESUANIA	124	87	29.03
1804	MG	JOAIMA	219	37	79.45
1805	MG	JOANESIA	59	34	42.37
1806	MG	JOAO MONLEVADE	3441	1143	62.22
1807	MG	JOAO PINHEIRO	1920	621	61.67
1808	MG	JOAQUIM FELICIO	42	3	85.71
1809	MG	JORDANIA	286	65	73.78
1810	MG	JOSE GONCALVES DE MINAS	137	27	78.10
1811	MG	JOSE RAYDAN	120	18	82.50
1812	MG	JOSENOPOLIS	93	15	80.65
1813	MG	JUATUBA	658	166	68.54
1814	MG	JUIZ DE FORA	19721	11090	40.08
1815	MG	JURAMENTO	50	13	68.00
1816	MG	JURUAIA	189	176	5.29
1817	MG	JUVENILIA	137	58	53.28
1818	MG	LADAINHA	340	54	80.29
1819	MG	LAGAMAR	294	144	44.22
1820	MG	LAGOA DA PRATA	1263	653	44.50
1821	MG	LAGOA DOS PATOS	98	12	75.51
1822	MG	LAGOA DOURADA	506	346	28.85
1823	MG	LAGOA FORMOSA	425	243	38.82
1824	MG	LAGOA GRANDE	434	121	63.59
1825	MG	LAGOA SANTA	1870	599	63.90
1826	MG	LAJINHA	400	220	33.00
1827	MG	LAMBARI	670	473	26.87
1828	MG	LAMIM	96	50	45.83
1829	MG	LARANJAL	129	98	18.60
1830	MG	LASSANCE	138	25	78.26
1831	MG	LAVRAS	4574	2482	40.77
1832	MG	LEANDRO FERREIRA	63	24	53.97
1833	MG	LEME DO PRADO	286	52	77.27
1834	MG	LEOPOLDINA	1205	716	38.26
1835	MG	LIBERDADE	158	113	27.85
1836	MG	LIMA DUARTE	509	308	35.36
1837	MG	LIMEIRA DO OESTE	156	83	44.87
1838	MG	LONTRA	262	60	74.81
1839	MG	LUISBURGO	125	77	32.80
1840	MG	LUISLANDIA	138	23	78.26
1841	MG	LUMINARIAS	196	133	29.08
1842	MG	LUZ	444	200	50.68
1843	MG	MACHACALIS	192	51	69.79
1844	MG	MACHADO	1040	663	34.71
1845	MG	MADRE DE DEUS DE MINAS	146	92	32.19
1846	MG	MALACACHETA	560	81	82.14
1847	MG	MAMONAS	52	23	46.15
1848	MG	MANGA	435	76	78.62
1849	MG	MANHUACU	3233	1542	48.22
1850	MG	MANHUMIRIM	698	357	45.70
1851	MG	MANTENA	796	284	58.04
1852	MG	MAR DE ESPANHA	194	127	30.41
1853	MG	MARAVILHAS	204	67	60.29
1854	MG	MARIA DA FE	508	382	22.05
1855	MG	MARIAN	1	0	100.00
1856	MG	MARIANA	3651	1107	61.71
1857	MG	MARILAC	105	13	84.76
1858	MG	MARIO CAMPOS	264	66	70.45
1859	MG	MARIPA DE MINAS	79	53	31.65
1860	MG	MARLIERIA	118	26	71.19
1861	MG	MARMELOPOLIS	60	32	46.67
1862	MG	MARTINHO CAMPOS	346	183	43.06
1863	MG	MARTINS SOARES	120	65	43.33
1864	MG	MATA VERDE	198	37	76.26
1865	MG	MATERLANDIA	154	12	90.91
1866	MG	MATEUS LEME	663	239	55.96
1867	MG	MATHIAS LOBATO	107	10	85.98
1868	MG	MATIAS BARBOSA	395	177	52.15
1869	MG	MATIAS CARDOSO	115	12	84.35
1870	MG	MATIPO	410	152	58.05
1871	MG	MATO VERDE	279	101	60.57
1872	MG	MATOZINHOS	1193	253	75.19
1873	MG	MATUTINA	98	69	24.49
1874	MG	MEDEIROS	67	45	32.84
1875	MG	MEDINA	353	90	70.82
1876	MG	MENDES PIMENTEL	168	56	61.90
1877	MG	MERCES	202	121	35.64
1878	MG	MESQUITA	69	25	60.87
1879	MG	MINAS NOVAS	1206	168	83.17
1880	MG	MINDURI	107	43	57.94
1881	MG	MIRABELA	306	55	78.10
1882	MG	MIRADOURO	189	130	29.63
1883	MG	MIRAI	222	145	33.33
1884	MG	MIRAVANIA	48	6	87.50
1885	MG	MOEDA	66	35	42.42
1886	MG	MOEMA	187	105	41.71
1887	MG	MONJOLOS	127	22	75.59
1888	MG	MONSENHOR PAULO	174	124	27.01
1889	MG	MONTALVANIA	298	89	65.10
1890	MG	MONTE ALEGRE DE MINAS	420	243	39.05
1891	MG	MONTE AZUL	316	113	61.08
1892	MG	MONTE BELO	363	298	16.25
1893	MG	MONTE CARMELO	1871	965	43.83
1894	MG	MONTE FORMOSO	48	19	58.33
1895	MG	MONTE SANTO DE MINAS	500	329	32.00
1896	MG	MONTE SIAO	341	253	22.87
1897	MG	MONTES CLAROS	16906	3986	72.19
1898	MG	MONTEZUMA	101	45	51.49
1899	MG	MORADA NOVA DE MINAS	142	99	28.87
1900	MG	MORRO DA GARCA	49	12	73.47
1901	MG	MORRO DO PILAR	33	8	75.76
1902	MG	MUNHOZ	93	78	11.83
1903	MG	MURIAE	3181	1742	42.13
1904	MG	MUTUM	952	332	61.66
1905	MG	MUZAMBINHO	738	620	14.91
1906	MG	NACIP RAYDAN	51	9	70.59
1907	MG	NANUQUE	1009	228	73.24
1908	MG	NAQUE	111	12	80.18
1909	MG	NATALANDIA	117	37	63.25
1910	MG	NATERCIA	117	100	13.68
1911	MG	NAZARENO	269	122	52.79
1912	MG	NEPOMUCENO	872	469	44.15
1913	MG	NINHEIRA	197	63	65.99
1914	MG	NOVA BELEM	30	12	56.67
1915	MG	NOVA ERA	631	156	71.79
1916	MG	NOVA LIMA	2778	851	63.89
1917	MG	NOVA MODICA	72	12	70.83
1918	MG	NOVA PONTE	207	101	46.86
1919	MG	NOVA PORTEIRINHA	146	29	74.66
1920	MG	NOVA RESENDE	328	265	17.07
1921	MG	NOVA SERRANA	1528	598	55.82
1922	MG	NOVA UNIAO	155	54	64.52
1923	MG	NOVO CRUZEIRO	626	112	74.60
1924	MG	NOVO ORIENTE DE MINAS	250	46	76.40
1925	MG	NOVORIZONTE	94	17	81.91
1926	MG	OLARIA	74	41	43.24
1927	MG	OLHOS-D AGUA	136	28	75.74
1928	MG	OLIMPIO NORONHA	62	42	32.26
1929	MG	OLIVEIRA	971	565	39.34
1930	MG	OLIVEIRA FORTES	36	26	27.78
1931	MG	ONCA DE PITANGUI	44	17	59.09
1932	MG	ORATORIOS	98	35	59.18
1933	MG	ORIZANIA	124	48	54.03
1934	MG	OURO BRANCO	1788	730	53.86
1935	MG	OURO FINO	633	486	21.80
1936	MG	OURO PETO	1	0	100.00
1937	MG	OURO PRETO	5590	1755	61.57
1938	MG	OURO VERDE DE MINAS	225	43	77.78
1939	MG	PADRE CARVALHO	78	18	74.36
1940	MG	PADRE PARAISO	356	68	74.16
1941	MG	PAI PEDRO	133	10	90.98
1942	MG	PAINEIRAS	150	98	30.00
1943	MG	PAINS	125	75	36.00
1944	MG	PAIVA	48	32	33.33
1945	MG	PALMA	134	66	50.00
1946	MG	PALMOPOLIS	78	19	75.64
1947	MG	PAPAGAIOS	330	141	54.24
1948	MG	PARA DE MINAS	2383	1053	50.69
1949	MG	PARACATU	3235	674	73.97
1950	MG	PARAGUACU	679	498	25.33
1951	MG	PARAISOPOLIS	576	494	13.02
1952	MG	PARAOPEBA	793	198	70.74
1953	MG	PASSA QUATRO	265	225	13.58
1954	MG	PASSA TEMPO	134	97	25.37
1955	MG	PASSABEM	32	11	59.38
1956	MG	PASSA-VINTE	75	38	46.67
1957	MG	PASSOS	1945	1293	31.26
1958	MG	PATIS	84	17	78.57
1959	MG	PATOS DE MINAS	4552	2450	41.43
1960	MG	PATROCINIO	2954	1688	39.95
1961	MG	PATROCINIO DO MURIAE	101	58	38.61
1962	MG	PAULA CANDIDO	327	199	37.61
1963	MG	PAULISTAS	72	9	87.50
1964	MG	PAVAO	239	34	80.75
1965	MG	PCOS DE CALDAS	1	0	100.00
1966	MG	PECANHA	309	90	69.26
1967	MG	PEDRA AZUL	315	63	78.10
1968	MG	PEDRA BONITA	72	34	48.61
1969	MG	PEDRA DO ANTA	154	51	62.34
1970	MG	PEDRA DO INDAIA	73	56	23.29
1971	MG	PEDRA DOURADA	61	24	59.02
1972	MG	PEDRALVA	373	291	20.38
1973	MG	PEDRAS DE MARIA DA CRUZ	244	48	77.87
1974	MG	PEDRINOPOLIS	46	31	30.43
1975	MG	PEDRO LEOPOLDO	1592	437	68.15
1976	MG	PEDRO TEIXEIRA	74	50	28.38
1977	MG	PEQUERI	31	16	41.94
1978	MG	PEQUI	69	25	59.42
1979	MG	PERDIGAO	120	80	31.67
1980	MG	PERDIZES	203	142	26.60
1981	MG	PERDOES	628	359	40.13
1982	MG	PERIQUITO	77	15	74.03
1983	MG	PESCADOR	121	17	80.17
1984	MG	PIAU	62	30	48.39
1985	MG	PIEDADE DE CARATINGA	228	111	44.74
1986	MG	PIEDADE DE PONTE NOVA	144	51	60.42
1987	MG	PIEDADE DO RIO GRANDE	147	91	36.05
1988	MG	PIEDADE DOS GERAIS	149	111	20.81
1989	MG	PIMENTA	173	111	24.86
1990	MG	PINGO-D AGUA	84	22	66.67
1991	MG	PINTOPOLIS	101	12	82.18
1992	MG	PIRACEMA	130	75	42.31
1993	MG	PIRAJUBA	40	20	47.50
1994	MG	PIRANGA	444	189	56.08
1995	MG	PIRANGUCU	120	106	11.67
1996	MG	PIRANGUINHO	348	268	22.99
1997	MG	PIRAPETINGA	315	170	44.76
1998	MG	PIRAPORA	1865	364	76.78
1999	MG	PIRAUBA	186	80	53.23
2000	MG	PITANGUI	862	470	40.37
2001	MG	PIUMHI	1020	682	30.00
2002	MG	PLANURA	152	87	37.50
2003	MG	POCO FUNDO	426	291	30.99
2004	MG	POCOS DE CALDAS	4368	3042	28.25
2005	MG	POCRANE	113	64	41.59
2006	MG	POMPEU	880	287	63.30
2007	MG	PONTE NOVA	2274	885	56.02
2008	MG	PONTO CHIQUE	114	11	85.09
2009	MG	PONTO DOS VOLANTES	202	35	74.26
2010	MG	PORTEIRINHA	1298	309	73.57
2011	MG	PORTO FIRME	314	125	57.64
2012	MG	POTE	422	95	72.51
2013	MG	POUSO ALEGRE	4086	2917	25.99
2014	MG	POUSO ALTO	171	146	14.62
2015	MG	PRADOS	173	96	42.77
2016	MG	PRATA	453	243	41.06
2017	MG	PRATAPOLIS	199	123	36.18
2018	MG	PRATINHA	68	51	23.53
2019	MG	PRESIDENTE BERNARDES	89	59	30.34
2020	MG	PRESIDENTE JUSCELINO	92	18	77.17
2021	MG	PRESIDENTE KUBITSCHEK	195	40	76.92
2022	MG	PRESIDENTE OLEGARIO	529	239	50.66
2023	MG	PRUDENTE DE MORAIS	272	54	75.00
2024	MG	QUARTEL GERAL	110	58	42.73
2025	MG	QUELUZITO	36	22	38.89
2026	MG	RAPOSOS	478	112	73.43
2027	MG	RAUL SOARES	540	199	59.81
2028	MG	RAULOARES	1	0	100.00
2029	MG	RECREIO	152	81	46.05
2030	MG	REDUTO	110	41	60.00
2031	MG	RESENDE COSTA	514	361	27.82
2032	MG	RESPLENDOR	275	112	56.00
2033	MG	RESSAQUINHA	111	63	41.44
2034	MG	RIACHINHO	234	55	71.79
2035	MG	RIACHO DOS MACHADOS	242	58	71.07
2036	MG	RIBEIRAO DAS NEVES	10092	2070	75.09
